"","LineNumber1","X","SatelliteNumber1","Classification","X.1","ID1","ID2","ID3","X.2","EpochYear","EpochDay","X.3","FirstTimeDerivative","X.4","SecondTimeDerivative","X.5","BSTAR","X.6","Ephemeris","X.7","ElementSetNumber","Checksum1","LineNumber2","X.8","SatelliteNumber2","X.9","Inclination","X.10","RightAscension","X.11","Eccentricity","X.12","Perigee","X.13","MeanAnomaly","X.14","MeanMotion","Revolution","Checksum2","satname","altitude","mark"
"87",1,NA,263,"U",NA,61,15,"CK ",NA,19,94.78873473,NA,9.2e-07,NA," 00000-0",NA," 55456-4",NA,0,NA,999,4,2,NA,263,NA,66.5332,NA,355.6312,NA,114455,NA,315.1694,NA,105.2693,NA,14.40029976,454,3,"THOR ABLESTAR DEB",765.390889023434,NA
"88",1,NA,264,"U",NA,61,15,"CL ",NA,19,94.75350668,NA,3.29e-06,NA," 00000-0",NA," 16984-3",NA,0,NA,999,3,2,NA,264,NA,66.5291,NA,328.9794,NA,24167,NA,20.9945,NA,339.2137,NA,14.27038862,95783,5,"THOR ABLESTAR DEB",808.636414998134,NA
"89",1,NA,268,"U",NA,61,15,"CN ",NA,19,94.7749699,NA,3.74e-06,NA," 00000-0",NA," 12733-2",NA,0,NA,999,5,2,NA,268,NA,67.938,NA,347.4183,NA,651566,NA,244.9535,NA,173.9883,NA,12.50303693,62472,4,"THOR ABLESTAR DEB",1470.20200871322,NA
"90",1,NA,271,"U",NA,62,10,"A  ",NA,19,93.1334848,NA,8e-08,NA,"+00000-0",NA,"+71410-3",NA,0,NA,999,6,2,NA,271,NA,86.6662,NA,338.6906,NA,330655,NA,21.6866,NA,339.7681,NA,9.41308365,95809,9,"MIDAS 5 (STRONGBACK)",3103.83610695828,NA
"91",1,NA,273,"U",NA,62,10,"C  ",NA,19,94.03440239,NA,2.9e-07,NA," 00000-0",NA," 50405-2",NA,0,NA,999,6,2,NA,273,NA,86.6588,NA,321.7685,NA,317842,NA,232.6867,NA,124.4676,NA,9.43781222,96338,3,"MIDAS 5 DEB",3087.27848543754,NA
"92",1,NA,274,"U",NA,62,10,"D  ",NA,19,94.15621089,NA,7.4e-07,NA," 00000-0",NA," 14283-1",NA,0,NA,999,7,2,NA,274,NA,86.6783,NA,354.4936,NA,327764,NA,142.23,NA,220.2097,NA,9.39323726,95412,5,"MIDAS 5 DEB",3117.17727519544,NA
"93",1,NA,299,"U",NA,61,15,"CQ ",NA,19,94.1982317,NA,6.8e-07,NA," 00000-0",NA," 14287-3",NA,0,NA,999,6,2,NA,299,NA,67.1708,NA,8.2713,NA,188112,NA,87.2392,NA,275.0191,NA,13.67814368,86967,2,"THOR ABLESTAR DEB",1014.41454752109,NA
"94",1,NA,309,"U",NA,62,25,"A  ",NA,19,94.4964266,NA,-1.03e-06,NA," 00000-0",NA," 18252-4",NA,0,NA,999,4,2,NA,309,NA,58.0911,NA,129.2601,NA,188073,NA,252.8971,NA,105.1383,NA,14.56790688,99821,4,"TIROS 5",710.548175376987,NA
"95",1,NA,312,"U",NA,62,25,"C  ",NA,19,94.63765112,NA,-8.3e-07,NA," 00000-0",NA," 22340-4",NA,0,NA,999,2,2,NA,312,NA,58.2469,NA,231.7949,NA,215639,NA,53.4833,NA,308.5842,NA,14.54345476,97608,2,"DELTA 1 DEB (YO)",718.483492096607,NA
"96",1,NA,318,"U",NA,61,15,"CU ",NA,19,94.75095879,NA,5.71e-06,NA," 00000-0",NA," 78185-4",NA,0,NA,999,4,2,NA,318,NA,66.5345,NA,289.2885,NA,75323,NA,218.3389,NA,141.2369,NA,14.85268774,4174,3,"THOR ABLESTAR DEB",619.736800857099,NA
"97",1,NA,320,"U",NA,61,15,"CW ",NA,19,94.78685357,NA,-1.8e-07,NA," 00000-0",NA," 25251-4",NA,0,NA,999,9,2,NA,320,NA,66.9083,NA,7.4426,NA,143380,NA,237.292,NA,121.4287,NA,14.27122365,99281,3,"THOR ABLESTAR DEB",808.356351638517,NA
"98",1,NA,323,"U",NA,61,15,"CZ ",NA,19,93.93413232,NA,2.72e-06,NA," 00000-0",NA," 18329-3",NA,0,NA,999,7,2,NA,323,NA,66.8426,NA,287.9712,NA,80618,NA,220.0053,NA,139.5082,NA,14.13103559,95692,4,"THOR ABLESTAR DEB",855.760436856844,NA
"99",1,NA,324,"U",NA,61,15,"DA ",NA,19,94.61543634,NA,3.32e-06,NA," 00000-0",NA," 22776-3",NA,0,NA,999,2,2,NA,324,NA,66.8671,NA,177.8208,NA,66646,NA,168.8356,NA,191.4231,NA,14.10143921,95231,0,"THOR ABLESTAR DEB",865.868681675866,NA
"100",1,NA,325,"U",NA,61,15,"DB ",NA,19,94.07586911,NA,-1.14e-06,NA," 00000-0",NA,"-15481-4",NA,0,NA,999,4,2,NA,325,NA,66.9167,NA,331.6354,NA,63579,NA,225.3496,NA,134.2405,NA,14.18054232,96007,4,"THOR ABLESTAR DEB",838.93071962585,NA
"101",1,NA,327,"U",NA,61,15,"DD ",NA,19,93.9042207,NA,-1.8e-07,NA,"+00000-0",NA,"+46764-4",NA,0,NA,999,2,2,NA,327,NA,66.5452,NA,32.5963,NA,110232,NA,30.8381,NA,329.9108,NA,13.896463,92101,7,"THOR ABLESTAR DEB",936.858587543924,NA
"102",1,NA,329,"U",NA,61,15,"DF ",NA,19,93.95666711,NA,-6.3e-07,NA,"+00000-0",NA,"+10537-4",NA,0,NA,999,0,2,NA,329,NA,66.7808,NA,55.9366,NA,121968,NA,303.3468,NA,114.219,NA,13.65223972,87076,5,"THOR ABLESTAR DEB",1023.75372499289,NA
"103",1,NA,330,"U",NA,61,15,"DG ",NA,19,94.079165,NA,1.74e-06,NA," 00000-0",NA," 16216-3",NA,0,NA,999,1,2,NA,330,NA,66.9823,NA,339.1237,NA,59296,NA,289.4877,NA,69.981,NA,14.02159479,92792,0,"THOR ABLESTAR DEB",893.315705706757,NA
"104",1,NA,333,"U",NA,61,15,"DK ",NA,19,94.46532188,NA,3.57e-06,NA," 00000-0",NA," 99525-4",NA,0,NA,999,1,2,NA,333,NA,66.7138,NA,218.2993,NA,49778,NA,148.9056,NA,211.5019,NA,14.57185287,415,1,"THOR ABLESTAR DEB",709.269684125981,NA
"105",1,NA,334,"U",NA,61,15,"DL ",NA,19,93.48978072,NA,-3.1e-07,NA," 00000-0",NA," 34990-4",NA,0,NA,999,4,2,NA,334,NA,66.9224,NA,103.7538,NA,82543,NA,208.8503,NA,150.8001,NA,13.91243739,93037,5,"THOR ABLESTAR DEB",931.263549026387,NA
"106",1,NA,335,"U",NA,61,15,"DM ",NA,19,94.15192097,NA,4.05e-06,NA," 00000-0",NA," 23878-3",NA,0,NA,999,1,2,NA,335,NA,66.8443,NA,9.5765,NA,47381,NA,311.4821,NA,48.2208,NA,14.17122959,95442,8,"THOR ABLESTAR DEB",842.089080528151,NA
"107",1,NA,336,"U",NA,61,15,"DN ",NA,19,94.74106148,NA,-1e-08,NA," 00000-0",NA," 79417-4",NA,0,NA,999,3,2,NA,336,NA,67.0307,NA,202.7834,NA,82203,NA,221.3863,NA,261.4464,NA,13.68390905,87977,2,"THOR ABLESTAR DEB",1012.33996304131,NA
"108",1,NA,337,"U",NA,61,15,"DP ",NA,19,94.78170472,NA,-1e-08,NA," 00000-0",NA," 72406-4",NA,0,NA,999,0,2,NA,337,NA,67.0111,NA,3.8447,NA,106766,NA,347.9448,NA,11.907,NA,13.7436213,88352,6,"THOR ABLESTAR DEB",990.938727881023,NA
"109",1,NA,340,"U",NA,62,29,"A  ",NA,19,93.31698716,NA,6.4e-07,NA,"+00000-0",NA,"+69270-3",NA,0,NA,999,6,2,NA,340,NA,44.8051,NA,177.2829,NA,2424995,NA,309.601,NA,65.5021,NA,9.12864503,89207,4,"TELSTAR 1",3299.64494619656,NA
"110",1,NA,341,"U",NA,62,29,"B  ",NA,19,93.40923813,NA,1.5e-07,NA,"+00000-0",NA,"+47069-3",NA,0,NA,999,4,2,NA,341,NA,44.7891,NA,86.144,NA,2420402,NA,53.4237,NA,65.9708,NA,9.14224061,89454,8,"DELTA 1 R/B",3290.05498232208,NA
"111",1,NA,350,"U",NA,61,15,"DQ ",NA,19,93.41694872,NA,-1.28e-06,NA,"+00000-0",NA,"-19458-4",NA,0,NA,999,8,2,NA,350,NA,66.9111,NA,119.8683,NA,131108,NA,339.3905,NA,20.1929,NA,14.20682893,98900,8,"THOR ABLESTAR DEB",830.034381505324,NA
"112",1,NA,351,"U",NA,61,15,"DR ",NA,19,94.19647279,NA,4.23e-06,NA," 00000-0",NA," 12432-3",NA,0,NA,999,4,2,NA,351,NA,66.7502,NA,113.4055,NA,35160,NA,193.8531,NA,166.1618,NA,14.53037832,99365,8,"THOR ABLESTAR DEB",722.736251577899,NA
"113",1,NA,353,"U",NA,61,15,"DT ",NA,19,93.89685252,NA,1.42e-05,NA," 00000-0",NA," 15614-3",NA,0,NA,999,8,2,NA,353,NA,66.5008,NA,271.6812,NA,29037,NA,291.8427,NA,67.9612,NA,14.90858141,888,5,"THOR ABLESTAR DEB",602.25324625364,NA
"114",1,NA,354,"U",NA,61,15,"DU ",NA,19,94.66222059,NA,-9e-07,NA," 00000-0",NA,"-34305-4",NA,0,NA,999,0,2,NA,354,NA,67.0639,NA,255.4305,NA,171511,NA,343.6253,NA,97.8007,NA,13.48187169,12355,6,"THOR ABLESTAR DEB",1085.92071350904,NA
"115",1,NA,355,"U",NA,61,15,"DV ",NA,19,94.76199463,NA,-2.94e-06,NA," 00000-0",NA,"-39776-3",NA,0,NA,999,6,2,NA,355,NA,67.2249,NA,327.8309,NA,256410,NA,267.6432,NA,164.9301,NA,13.31997151,79905,9,"THOR ABLESTAR DEB",1146.22335723231,NA
"116",1,NA,357,"U",NA,61,15,"DX ",NA,19,94.12255081,NA,1.54e-06,NA," 00000-0",NA," 14803-3",NA,0,NA,999,4,2,NA,357,NA,66.8124,NA,348.1114,NA,19933,NA,283.7537,NA,76.133,NA,14.03724875,92648,6,"THOR ABLESTAR DEB",887.914055883744,NA
"117",1,NA,369,"U",NA,62,39,"A  ",NA,19,94.18852419,NA,6.3e-07,NA," 00000-0",NA," 14896-4",NA,0,NA,999,0,2,NA,369,NA,98.5077,NA,323.6812,NA,92014,NA,333.6954,NA,25.96,NA,14.83607925,2525,1,"FTV 3502",624.953090522814,NA
"118",1,NA,397,"U",NA,62,47,"A  ",NA,19,94.43196454,NA,-1.14e-06,NA," 00000-0",NA," 11092-4",NA,0,NA,999,1,2,NA,397,NA,58.3049,NA,256.7577,NA,14584,NA,112.8362,NA,247.4224,NA,14.88363701,4141,0,"TIROS 6",610.042340061172,NA
"119",1,NA,402,"U",NA,61,15,"EB ",NA,19,94.16929318,NA,4.7e-06,NA," 00000-0",NA," 17560-3",NA,0,NA,999,4,2,NA,402,NA,66.6623,NA,138.957,NA,29109,NA,85.3759,NA,275.0667,NA,14.40167122,96050,9,"THOR ABLESTAR DEB",764.937819846261,NA
"120",1,NA,403,"U",NA,61,15,"EC ",NA,19,94.17644399,NA,-3e-07,NA," 00000-0",NA," 42446-4",NA,0,NA,999,4,2,NA,403,NA,66.8393,NA,112.7738,NA,24827,NA,219.2256,NA,211.4064,NA,13.80734225,90840,7,"THOR ABLESTAR DEB",968.271015436959,NA
"121",1,NA,404,"U",NA,61,15,"ED ",NA,19,94.69717461,NA,-8.8e-07,NA," 00000-0",NA,"-53135-4",NA,0,NA,999,4,2,NA,404,NA,66.4718,NA,209.0908,NA,555802,NA,139.1238,NA,225.2883,NA,12.90285981,70421,1,"THOR ABLESTAR DEB",1307.36935604673,NA
"122",1,NA,405,"U",NA,61,15,"EE ",NA,19,94.65646427,NA,1.1e-07,NA," 00000-0",NA," 97596-4",NA,0,NA,999,7,2,NA,405,NA,66.8932,NA,179.2622,NA,86280,NA,190.3338,NA,279.2819,NA,13.65749887,87330,2,"THOR ABLESTAR DEB",1021.85525071732,NA
"123",1,NA,406,"U",NA,61,15,"EF ",NA,19,93.35899233,NA,1.27e-06,NA,"+00000-0",NA,"+22647-3",NA,0,NA,999,1,2,NA,406,NA,66.78,NA,60.1195,NA,124245,NA,349.667,NA,175.9092,NA,13.66754814,86131,1,"THOR ABLESTAR DEB",1018.2310012738,NA
"124",1,NA,407,"U",NA,61,15,"EG ",NA,19,93.85992078,NA,9.34e-06,NA," 00000-0",NA," 27405-3",NA,0,NA,999,1,2,NA,407,NA,66.3242,NA,244.2738,NA,87416,NA,244.8035,NA,192.9372,NA,14.46395392,94817,6,"THOR ABLESTAR DEB",744.437890284416,NA
"125",1,NA,408,"U",NA,61,15,"EH ",NA,19,94.7996497,NA,-4.4e-07,NA," 00000-0",NA," 30041-4",NA,0,NA,999,0,2,NA,408,NA,66.7852,NA,253.1085,NA,63540,NA,105.0009,NA,359.4852,NA,13.74872066,94439,4,"THOR ABLESTAR DEB",989.118267741037,NA
"126",1,NA,409,"U",NA,61,15,"EJ ",NA,19,94.70244116,NA,5.3e-07,NA," 00000-0",NA," 59153-4",NA,0,NA,999,9,2,NA,409,NA,66.716,NA,327.6727,NA,76097,NA,272.0099,NA,87.2283,NA,14.2282479,96710,5,"THOR ABLESTAR DEB",822.805688065764,NA
"127",1,NA,410,"U",NA,61,15,"EK ",NA,19,94.70925116,NA,-5.6e-07,NA," 00000-0",NA," 19589-4",NA,0,NA,999,0,2,NA,410,NA,66.6933,NA,212.5984,NA,21006,NA,294.4911,NA,170.4941,NA,13.76091472,89858,4,"THOR ABLESTAR DEB",984.769575040977,NA
"128",1,NA,414,"U",NA,61,15,"EP ",NA,19,94.78430083,NA,-3.3e-07,NA," 00000-0",NA," 44189-4",NA,0,NA,999,5,2,NA,414,NA,66.4467,NA,354.4912,NA,55378,NA,285.1902,NA,132.4228,NA,13.77045654,90036,9,"THOR ABLESTAR DEB",981.371210953914,NA
"129",1,NA,416,"U",NA,61,15,"ER ",NA,19,94.39686889,NA,1.94e-06,NA," 00000-0",NA," 14736-3",NA,0,NA,999,2,2,NA,416,NA,66.522,NA,178.9835,NA,69975,NA,133.7208,NA,226.9704,NA,14.12264668,96052,7,"THOR ABLESTAR DEB",858.621970485433,NA
"130",1,NA,417,"U",NA,61,15,"ES ",NA,19,93.51767276,NA,1.89e-06,NA,"+00000-0",NA,"+13143-3",NA,0,NA,999,1,2,NA,417,NA,66.7445,NA,111.1763,NA,73812,NA,201.3477,NA,158.4532,NA,14.17088479,96430,0,"THOR ABLESTAR DEB",842.2060839506,NA
"131",1,NA,420,"U",NA,61,15,"EV ",NA,19,94.72298876,NA,8e-07,NA," 00000-0",NA," 62701-4",NA,0,NA,999,9,2,NA,420,NA,66.8143,NA,289.6521,NA,88934,NA,12.1172,NA,348.2036,NA,14.28646822,97781,6,"THOR ABLESTAR DEB",803.24822310033,NA
"132",1,NA,424,"U",NA,62,49,"A  ",NA,19,94.22253345,NA,4.8e-07,NA," 00000-0",NA," 45467-4",NA,0,NA,999,2,2,NA,424,NA,80.4688,NA,338.5122,NA,22667,NA,181.7241,NA,297.5278,NA,13.69123874,82124,8,"ALOUETTE 1 (S-27)",1009.70458314768,NA
"133",1,NA,426,"U",NA,62,49,"B  ",NA,19,94.24815189,NA,4.4e-07,NA," 00000-0",NA," 40328-4",NA,0,NA,999,3,2,NA,426,NA,80.473,NA,346.0295,NA,17750,NA,164.9355,NA,315.9142,NA,13.68460855,82085,2,"THOR AGENA B R/B",1012.08835724222,NA
"134",1,NA,446,"U",NA,62,60,"A  ",NA,19,93.45028931,NA,-1.34e-06,NA,"+00000-0",NA,"-14011-4",NA,0,NA,999,3,2,NA,446,NA,50.1415,NA,146.802,NA,70220,NA,124.5239,NA,317.9688,NA,13.35268402,75209,9,"ANNA 1B",1133.94079488108,NA
"135",1,NA,447,"U",NA,62,60,"B  ",NA,19,94.22925671,NA,-1.21e-06,NA," 00000-0",NA," 11374-4",NA,0,NA,999,1,2,NA,447,NA,50.1323,NA,14.5604,NA,65672,NA,230.9745,NA,290.9118,NA,13.39037572,75998,5,"THOR ABLESTAR R/B",1119.85073216543,NA
"136",1,NA,461,"U",NA,61,15,"EX ",NA,19,94.81715546,NA,8.02e-06,NA," 00000-0",NA," 18725-3",NA,0,NA,999,0,2,NA,461,NA,67.5095,NA,350.8369,NA,53329,NA,327.4785,NA,32.3052,NA,14.58918208,99965,6,"THOR ABLESTAR DEB",703.661885953394,NA
"137",1,NA,463,"U",NA,61,15,"EZ ",NA,19,94.78109072,NA,2.28e-06,NA," 00000-0",NA," 93286-4",NA,0,NA,999,7,2,NA,463,NA,66.7709,NA,263.1565,NA,48878,NA,91.3753,NA,269.2953,NA,14.42958124,98906,9,"THOR ABLESTAR DEB",755.733190187825,NA
"138",1,NA,465,"U",NA,61,15,"FB ",NA,19,94.73581008,NA,3.63e-06,NA," 00000-0",NA," 16788-3",NA,0,NA,999,8,2,NA,465,NA,66.315,NA,96.2476,NA,43463,NA,223.4629,NA,136.3038,NA,14.31629308,96919,5,"THOR ABLESTAR DEB",793.280777377981,NA
"139",1,NA,467,"U",NA,61,15,"FD ",NA,19,93.9146464,NA,-1.51e-06,NA,"+00000-0",NA,"-10805-3",NA,0,NA,999,2,2,NA,467,NA,66.5583,NA,46.3156,NA,243468,NA,122.555,NA,239.9276,NA,13.48908483,92528,6,"THOR ABLESTAR DEB",1083.26213888452,NA
"140",1,NA,469,"U",NA,61,15,"FF ",NA,19,93.9345025,NA,7.3e-07,NA,"+00000-0",NA,"+61128-4",NA,0,NA,999,4,2,NA,469,NA,66.8352,NA,167.7195,NA,64998,NA,7.7819,NA,352.4272,NA,14.28563989,97664,7,"THOR ABLESTAR DEB",803.525545299347,NA
"141",1,NA,470,"U",NA,61,15,"FG ",NA,19,94.10466704,NA,4.8e-07,NA," 00000-0",NA," 80269-4",NA,0,NA,999,6,2,NA,470,NA,66.2307,NA,181.5172,NA,60511,NA,109.3603,NA,251.4033,NA,14.05225629,94283,7,"THOR ABLESTAR DEB",882.744881590984,NA
"142",1,NA,474,"U",NA,61,15,"FL ",NA,19,94.87787883,NA,1.026e-05,NA," 00000-0",NA," 15823-3",NA,0,NA,999,8,2,NA,474,NA,66.2471,NA,349.4839,NA,20087,NA,177.2934,NA,255.8501,NA,14.77964017,153,4,"THOR ABLESTAR DEB",642.752093189956,NA
"143",1,NA,475,"U",NA,61,15,"FM ",NA,19,94.83639177,NA,-1.89e-06,NA," 00000-0",NA,"-51377-4",NA,0,NA,999,3,2,NA,475,NA,66.2288,NA,16.3831,NA,163061,NA,264.344,NA,93.9031,NA,14.10446301,91618,6,"THOR ABLESTAR DEB",864.834322292614,NA
"144",1,NA,478,"U",NA,61,15,"FQ ",NA,19,94.72891655,NA,3.88e-06,NA," 00000-0",NA," 10779-3",NA,0,NA,999,4,2,NA,478,NA,66.0716,NA,94.0862,NA,48802,NA,168.708,NA,191.5134,NA,14.57218642,99891,8,"THOR ABLESTAR DEB",709.161641178293,NA
"145",1,NA,479,"U",NA,61,15,"FR ",NA,19,93.91283828,NA,2.683e-05,NA," 00000-0",NA," 27846-3",NA,0,NA,999,5,2,NA,479,NA,66.6786,NA,197.6873,NA,4003,NA,352.009,NA,8.0975,NA,14.91721156,97826,6,"THOR ABLESTAR DEB",599.563466263809,NA
"146",1,NA,480,"U",NA,61,15,"FS ",NA,19,94.79160064,NA,2.21e-06,NA," 00000-0",NA," 10871-3",NA,0,NA,999,6,2,NA,480,NA,66.238,NA,298.0364,NA,89304,NA,357.9871,NA,2.0852,NA,14.32999774,97758,3,"THOR ABLESTAR DEB",788.71228683375,NA
"147",1,NA,503,"U",NA,62,68,"A  ",NA,19,94.33529977,NA,-1.4e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,503,NA,47.5128,NA,191.4148,NA,2843059,NA,268.5125,NA,90.0248,NA,7.78162482,60091,9,"RELAY 1 (A-15)",4385.70998768728,NA
"148",1,NA,506,"U",NA,62,70,"A  ",NA,19,94.78630158,NA,-1.1e-06,NA," 00000-0",NA," 22188-4",NA,0,NA,999,5,2,NA,506,NA,52.0041,NA,309.8737,NA,276828,NA,289.8967,NA,67.2325,NA,13.85144145,84459,5,"EXPLORER 16",952.685250654483,NA
"149",1,NA,510,"U",NA,62,49,"C  ",NA,19,94.58353189,NA,1.7e-07,NA," 00000-0",NA," 92541-5",NA,0,NA,999,6,2,NA,510,NA,80.5159,NA,37.0577,NA,16633,NA,54.8956,NA,65.0471,NA,13.69711715,82293,9,"THOR AGENA B DEB",1007.59270752981,NA
"150",1,NA,511,"U",NA,62,49,"D  ",NA,19,93.9247998,NA,3.3e-07,NA,"+00000-0",NA,"+29222-4",NA,0,NA,999,5,2,NA,511,NA,80.4251,NA,280.5839,NA,30999,NA,264.0106,NA,224.021,NA,13.68210393,81971,6,"THOR AGENA B DEB",1012.98935252393,NA
"151",1,NA,515,"U",NA,62,68,"B  ",NA,19,93.16884591,NA,-1.8e-07,NA,"+00000-0",NA,"+00000-0",NA,0,NA,999,7,2,NA,515,NA,47.5078,NA,133.7983,NA,2835179,NA,320.028,NA,22.2234,NA,7.79245099,60266,5,"DELTA 1 R/B",4375.74470607553,NA
"152",1,NA,516,"U",NA,61,15,"FT ",NA,19,94.78069471,NA,2.44e-06,NA," 00000-0",NA," 25382-3",NA,0,NA,999,3,2,NA,516,NA,65.9953,NA,310.6428,NA,74129,NA,120.6552,NA,240.1855,NA,13.91206026,92284,9,"THOR ABLESTAR DEB",931.395515591544,NA
"153",1,NA,530,"U",NA,61,15,"FU ",NA,19,94.06388349,NA,-2.1e-07,NA," 00000-0",NA," 38737-4",NA,0,NA,999,1,2,NA,530,NA,66.8812,NA,335.2432,NA,87188,NA,271.0435,NA,88.066,NA,13.9825146,94020,9,"THOR ABLESTAR DEB",906.844924996217,NA
"154",1,NA,537,"U",NA,61,15,"FW ",NA,19,94.90679003,NA,-4e-08,NA," 00000-0",NA," 73908-4",NA,0,NA,999,1,2,NA,537,NA,67.2264,NA,26.9431,NA,169373,NA,92.1493,NA,328.6227,NA,13.62684897,65708,6,"THOR ABLESTAR DEB",1032.93658077997,NA
"155",1,NA,538,"U",NA,61,15,"FX ",NA,19,94.14534256,NA,3.67e-06,NA," 00000-0",NA," 12712-3",NA,0,NA,999,4,2,NA,538,NA,67.81,NA,277.6376,NA,19022,NA,52.8927,NA,307.3922,NA,14.45098153,98266,2,"THOR ABLESTAR DEB",748.695521766379,NA
"156",1,NA,541,"U",NA,61,15,"GA ",NA,19,94.61378809,NA,1.8e-07,NA," 00000-0",NA," 78062-4",NA,0,NA,999,4,2,NA,541,NA,67.2194,NA,178.6755,NA,72719,NA,149.6286,NA,210.9038,NA,13.84741293,90834,1,"THOR ABLESTAR DEB",954.105596933716,NA
"157",1,NA,543,"U",NA,61,15,"GC ",NA,19,94.82695837,NA,-4e-08,NA," 00000-0",NA," 76713-4",NA,0,NA,999,9,2,NA,543,NA,67.0319,NA,310.8462,NA,75306,NA,283.2673,NA,163.2808,NA,13.68160591,87731,0,"THOR ABLESTAR DEB",1013.1685396794,NA
"158",1,NA,544,"U",NA,61,15,"GD ",NA,19,93.54304723,NA,1.75e-06,NA,"+00000-0",NA,"+31716-3",NA,0,NA,999,0,2,NA,544,NA,66.8726,NA,133.5735,NA,192275,NA,230.8024,NA,206.062,NA,13.5466992,84500,0,"THOR ABLESTAR DEB",1062.11171626915,NA
"159",1,NA,545,"U",NA,61,15,"GE ",NA,19,94.74994881,NA,8.6e-07,NA," 00000-0",NA," 16413-3",NA,0,NA,999,2,2,NA,545,NA,67.2322,NA,244.5764,NA,164873,NA,234.9629,NA,123.5879,NA,13.68856805,87065,5,"THOR ABLESTAR DEB",1010.66455368368,NA
"160",1,NA,548,"U",NA,61,15,"GH ",NA,19,93.75714071,NA,1.09e-06,NA,"+00000-0",NA,"+38770-4",NA,0,NA,999,3,2,NA,548,NA,66.675,NA,70.1332,NA,122526,NA,322.2603,NA,36.9963,NA,14.64359182,1765,9,"THOR ABLESTAR DEB",686.126603275018,NA
"161",1,NA,549,"U",NA,61,15,"GJ ",NA,19,94.18165122,NA,3.6e-07,NA," 00000-0",NA," 17745-3",NA,0,NA,999,6,2,NA,549,NA,66.697,NA,14.2727,NA,210889,NA,152.7765,NA,317.2106,NA,13.35710721,81184,0,"THOR ABLESTAR DEB",1132.28386867463,NA
"162",1,NA,552,"U",NA,61,15,"GM ",NA,19,94.22734317,NA,4.41e-06,NA," 00000-0",NA," 38749-3",NA,0,NA,999,0,2,NA,552,NA,67.7428,NA,145.631,NA,94006,NA,171.5319,NA,188.7382,NA,13.91748673,89032,2,"THOR ABLESTAR DEB",929.497241548582,NA
"163",1,NA,558,"U",NA,61,15,"GQ ",NA,19,94.1978308,NA,2.6e-07,NA," 00000-0",NA," 22779-3",NA,0,NA,999,8,2,NA,558,NA,65.701,NA,11.9416,NA,466361,NA,70.0529,NA,77.4457,NA,12.85677403,71171,4,"THOR ABLESTAR DEB",1325.70742276276,NA
"164",1,NA,559,"U",NA,61,15,"GR ",NA,19,94.50254625,NA,4.6e-06,NA," 00000-0",NA," 15576-3",NA,0,NA,999,1,2,NA,559,NA,66.6079,NA,249.395,NA,77822,NA,276.97,NA,82.2557,NA,14.44127031,96834,0,"THOR ABLESTAR DEB",751.886985363714,NA
"165",1,NA,560,"U",NA,61,15,"GS ",NA,19,94.19936315,NA,4.85e-06,NA," 00000-0",NA," 62768-3",NA,0,NA,999,3,2,NA,560,NA,67.1602,NA,81.808,NA,320292,NA,44.2057,NA,318.4119,NA,13.50188187,79890,2,"THOR ABLESTAR DEB",1078.55131082792,NA
"166",1,NA,561,"U",NA,61,15,"GT ",NA,19,93.97419594,NA,1.31e-06,NA,"+00000-0",NA,"+67004-3",NA,0,NA,999,0,2,NA,561,NA,67.7567,NA,60.1325,NA,631114,NA,288.6641,NA,125.5838,NA,12.39983901,61475,0,"THOR ABLESTAR DEB",1513.64759667021,NA
"167",1,NA,573,"U",NA,63,13,"A  ",NA,19,93.08146203,NA,-1e-07,NA,"+00000-0",NA,"+29867-3",NA,0,NA,999,1,2,NA,573,NA,42.7533,NA,241.9675,NA,4009331,NA,186.6791,NA,144.8519,NA,6.39263785,41779,2,"TELSTAR 2 (A-41)",5892.26888000062,NA
"168",1,NA,574,"U",NA,63,14,"A  ",NA,19,93.3805873,NA,8e-08,NA,"+00000-0",NA,"+26569-2",NA,0,NA,999,4,2,NA,574,NA,87.3157,NA,86.7109,NA,35236,NA,254.552,NA,105.144,NA,8.65272387,99012,6,"MIDAS 6 (FTV 1169)",3651.07746919786,NA
"169",1,NA,575,"U",NA,63,13,"B  ",NA,19,92.69934035,NA,1.02e-06,NA," 00000-0",NA," 15849-2",NA,0,NA,999,2,2,NA,575,NA,42.7636,NA,191.3113,NA,4013431,NA,241.7467,NA,313.1247,NA,6.40237433,30757,8,"DELTA 1 R/B",5879.83272741995,NA
"170",1,NA,589,"U",NA,63,14,"D  ",NA,19,93.35613727,NA,3.1e-07,NA,"+00000-0",NA,"+13103-1",NA,0,NA,999,5,2,NA,589,NA,87.3162,NA,82.3666,NA,123220,NA,194.1184,NA,165.6211,NA,8.65576505,76607,5,"DASH 1",3648.72984489253,NA
"171",1,NA,602,"U",NA,63,14,"E  ",NA,19,93.3705708,NA,7e-08,NA,"+00000-0",NA,"+17834-2",NA,0,NA,999,6,2,NA,602,NA,87.3237,NA,81.2827,NA,54256,NA,219.8292,NA,139.8574,NA,8.67224631,76967,4,"WESTFORD NEEDLES",3636.03108785962,NA
"172",1,NA,608,"U",NA,63,14,"C  ",NA,19,93.34861092,NA,2.1e-07,NA,"+00000-0",NA,"+83952-2",NA,0,NA,999,5,2,NA,608,NA,87.3146,NA,84.6306,NA,73650,NA,200.5372,NA,159.2515,NA,8.6528642,76584,1,"ERS 6",3650.96911186475,NA
