"","LineNumber1","X","SatelliteNumber1","Classification","X.1","ID1","ID2","ID3","X.2","EpochYear","EpochDay","X.3","FirstTimeDerivative","X.4","SecondTimeDerivative","X.5","BSTAR","X.6","Ephemeris","X.7","ElementSetNumber","Checksum1","LineNumber2","X.8","SatelliteNumber2","X.9","Inclination","X.10","RightAscension","X.11","Eccentricity","X.12","Perigee","X.13","MeanAnomaly","X.14","MeanMotion","Revolution","Checksum2","satname","altitude","mark"
"2735",1,NA,12442,"U",NA,81,41,"A  ",NA,19,93.91174029,NA,3e-07,NA,"+00000-0",NA,"+20778-4",NA,0,NA,999,3,2,NA,12442,NA,74.0521,NA,123.3607,NA,11116,NA,280.7049,NA,79.285,NA,14.32200297,97919,2,"COSMOS 1269",791.376482572139,NA
"2736",1,NA,12443,"U",NA,81,41,"B  ",NA,19,94.86559785,NA,-9e-08,NA," 00000-0",NA," 60632-5",NA,0,NA,999,6,2,NA,12443,NA,74.0556,NA,45.3854,NA,4787,NA,329.5988,NA,30.4886,NA,14.34712117,98220,3,"SL-8 R/B",783.014361756071,NA
"2737",1,NA,12445,"U",NA,80,98,"B  ",NA,19,93.41164694,NA,1.206e-05,NA," 00000-0",NA," 24975-3",NA,0,NA,999,7,2,NA,12445,NA,23.6387,NA,137.4691,NA,4212763,NA,239.5757,NA,72.2634,NA,6.92214003,87952,3,"ATLAS CENTAUR R/B",5258.63447302451,NA
"2738",1,NA,12447,"U",NA,80,81,"F  ",NA,19,94.66888476,NA,-7.9e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,7,2,NA,12447,NA,12.0711,NA,318.5199,NA,8449,NA,358.5169,NA,196.2372,NA,0.99952214,13812,6,"SL-12 R/B(2)",35882.6962699449,NA
"2739",1,NA,12456,"U",NA,81,43,"A  ",NA,19,94.17260116,NA,-1.11e-06,NA," 00000-0",NA,"-68812-4",NA,0,NA,999,5,2,NA,12456,NA,81.2642,NA,135.9895,NA,47486,NA,28.5121,NA,331.8631,NA,14.10343174,94837,5,"METEOR 2-7",865.187050057108,NA
"2740",1,NA,12457,"U",NA,81,43,"B  ",NA,19,94.39814118,NA,3e-08,NA," 00000-0",NA,"-59038-5",NA,0,NA,999,7,2,NA,12457,NA,81.2776,NA,204.654,NA,61416,NA,128.9462,NA,231.7204,NA,14.07237164,94497,0,"SL-3 R/B",875.830794684969,NA
"2741",1,NA,12458,"U",NA,81,44,"A  ",NA,19,94.1093623,NA,6.9e-07,NA," 00000-0",NA," 14321-3",NA,0,NA,999,3,2,NA,12458,NA,89.9262,NA,117.9019,NA,14692,NA,11.2878,NA,47.2102,NA,13.22995618,82887,0,"NOVA 1",1180.28244332963,NA
"2742",1,NA,12465,"U",NA,81,46,"B  ",NA,19,93.92157444,NA,8.53e-06,NA,"+00000-0",NA,"+44531-4",NA,0,NA,999,2,2,NA,12465,NA,81.2452,NA,350.8405,NA,33102,NA,290.0139,NA,69.7526,NA,15.14376544,5360,9,"SL-3 R/B",529.868243545756,NA
"2743",1,NA,12471,"U",NA,80,104,"E  ",NA,19,93.62750627,NA,-2.43e-06,NA,"+00000-0",NA,"+00000-0",NA,0,NA,999,5,2,NA,12471,NA,11.4252,NA,316.723,NA,30566,NA,117.9397,NA,240.3172,NA,1.01344015,9328,1,"SL-12 R/B(2)",35494.9465339347,NA
"2744",1,NA,12472,"U",NA,81,49,"A  ",NA,19,94.26901122,NA,-5e-08,NA," 00000-0",NA," 00000+0",NA,0,NA,999,9,2,NA,12472,NA,13.7084,NA,338.1111,NA,4625,NA,332.5632,NA,215.0259,NA,1.00331083,9658,1,"GOES 5",35776.2572856273,NA
"2745",1,NA,12474,"U",NA,81,50,"A  ",NA,19,93.5559565,NA,-8.9e-07,NA,"+00000-0",NA,"+00000-0",NA,0,NA,999,2,2,NA,12474,NA,14.5784,NA,345.7235,NA,3742,NA,327.4674,NA,277.5804,NA,0.98853689,11165,0,"INTELSAT 501",36195.1526237459,NA
"2746",1,NA,12497,"U",NA,81,50,"B  ",NA,19,94.06047452,NA,2.509e-05,NA," 00000-0",NA," 22415-3",NA,0,NA,999,1,2,NA,12497,NA,23.9664,NA,352.2934,NA,3542961,NA,229.9194,NA,93.2693,NA,8.23321259,95489,1,"ATLAS CENTAUR R/B",3988.69013253774,NA
"2747",1,NA,12504,"U",NA,81,53,"A  ",NA,19,94.89833128,NA,1.4e-07,NA," 00000-0",NA,"-11674-5",NA,0,NA,999,4,2,NA,12504,NA,82.9621,NA,47.0679,NA,38839,NA,313.54,NA,46.2531,NA,13.74318094,89815,4,"COSMOS 1275",991.095988224155,NA
"2748",1,NA,12508,"U",NA,81,53,"B  ",NA,19,94.33692974,NA,2.3e-07,NA," 00000-0",NA," 77694-5",NA,0,NA,999,2,2,NA,12508,NA,82.9626,NA,17.1302,NA,37608,NA,169.8289,NA,190.3638,NA,13.76346876,90569,2,"SL-8 R/B",983.859556830755,NA
"2749",1,NA,12527,"U",NA,76,77,"DG ",NA,19,93.93996187,NA,-2e-07,NA,"+00000-0",NA,"+17946-3",NA,0,NA,999,1,2,NA,12527,NA,101.79,NA,83.0878,NA,37509,NA,238.4354,NA,179.0041,NA,12.3786619,82635,3,"DELTA 1 DEB",1522.63760855763,NA
"2750",1,NA,12528,"U",NA,76,77,"DH ",NA,19,94.44970917,NA,-5.6e-07,NA," 00000-0",NA,"-10382-3",NA,0,NA,999,9,2,NA,12528,NA,102.1856,NA,64.3238,NA,77606,NA,305.4048,NA,171.4199,NA,12.27071417,84871,1,"DELTA 1 DEB",1568.86451718048,NA
"2751",1,NA,12529,"U",NA,76,77,"DJ ",NA,19,93.96779222,NA,-1.803e-05,NA," 00000-0",NA,"-28835-1",NA,0,NA,999,3,2,NA,12529,NA,103.5725,NA,108.604,NA,790758,NA,184.6473,NA,174.6829,NA,11.19860374,53806,1,"DELTA 1 DEB",2067.85905609429,NA
"2752",1,NA,12530,"U",NA,76,77,"DK ",NA,19,94.84267047,NA,-4.8e-07,NA," 00000-0",NA,"-27465-4",NA,0,NA,999,1,2,NA,12530,NA,102.1891,NA,67.1266,NA,126462,NA,328.4302,NA,95.3731,NA,12.26958788,76070,0,"DELTA 1 DEB",1569.35040436135,NA
"2753",1,NA,12531,"U",NA,76,77,"DL ",NA,19,93.2680687,NA,-1.67e-06,NA,"+00000-0",NA,"-12112-2",NA,0,NA,999,3,2,NA,12531,NA,101.8796,NA,25.3742,NA,134921,NA,171.6051,NA,345.3045,NA,12.18356537,72701,2,"DELTA 1 DEB",1606.68198349277,NA
"2754",1,NA,12532,"U",NA,76,77,"DM ",NA,19,94.00705988,NA,1.65e-06,NA," 00000-0",NA," 91997-3",NA,0,NA,999,0,2,NA,12532,NA,102.1077,NA,247.625,NA,243053,NA,78.1815,NA,39.6363,NA,12.72711084,77520,0,"DELTA 1 DEB",1377.89484721538,NA
"2755",1,NA,12533,"U",NA,76,77,"DN ",NA,19,94.03078796,NA,4.7e-07,NA," 00000-0",NA," 61002-3",NA,0,NA,999,7,2,NA,12533,NA,101.5633,NA,107.3496,NA,116699,NA,249.2234,NA,176.9885,NA,12.46015505,82871,2,"DELTA 1 DEB",1488.18214409659,NA
"2756",1,NA,12534,"U",NA,76,77,"DP ",NA,19,93.20586274,NA,-1.75e-06,NA,"+00000-0",NA,"-10054-2",NA,0,NA,999,5,2,NA,12534,NA,102.0321,NA,171.4854,NA,62915,NA,252.9625,NA,121.0386,NA,12.37410765,84379,8,"DELTA 1 DEB",1524.57430817091,NA
"2757",1,NA,12535,"U",NA,76,77,"DQ ",NA,19,93.13047653,NA,6e-08,NA,"+00000-0",NA,"+63468-3",NA,0,NA,999,0,2,NA,12535,NA,102.3045,NA,320.4076,NA,401333,NA,63.5008,NA,87.9261,NA,11.66227103,75633,7,"DELTA 1 DEB",1842.67595314878,NA
"2758",1,NA,12536,"U",NA,76,77,"DR ",NA,19,93.10322712,NA,1.894e-05,NA," 00000-0",NA," 23315-1",NA,0,NA,999,1,2,NA,12536,NA,101.9306,NA,137.149,NA,516265,NA,262.2272,NA,118.4763,NA,11.73377308,74474,8,"DELTA 1 DEB",1809.27420750666,NA
"2759",1,NA,12537,"U",NA,76,77,"DS ",NA,19,93.0666249,NA,6.3e-07,NA,"+00000-0",NA,"+10894-2",NA,0,NA,999,3,2,NA,12537,NA,102.3134,NA,146.5114,NA,162941,NA,185.1986,NA,245.1621,NA,12.11396333,71809,5,"DELTA 1 DEB",1637.21053188428,NA
"2760",1,NA,12538,"U",NA,76,77,"DT ",NA,19,93.21925953,NA,1.33e-06,NA,"+00000-0",NA,"+19375-2",NA,0,NA,999,8,2,NA,12538,NA,102.7438,NA,198.3497,NA,197436,NA,6.0851,NA,21.8752,NA,12.05564507,71522,4,"DELTA 1 DEB",1663.01582479119,NA
"2761",1,NA,12539,"U",NA,76,77,"DU ",NA,19,94.02731692,NA,4.26e-06,NA," 00000-0",NA," 19241-2",NA,0,NA,999,1,2,NA,12539,NA,101.6272,NA,273.7825,NA,293551,NA,172.6123,NA,310.387,NA,12.7275718,79445,3,"DELTA 1 DEB",1377.70774935748,NA
"2762",1,NA,12540,"U",NA,76,77,"DV ",NA,19,93.90827328,NA,5.2e-07,NA," 00000-0",NA," 68799-3",NA,0,NA,999,9,2,NA,12540,NA,102.5255,NA,80.1384,NA,44892,NA,159.7489,NA,257.5767,NA,12.46718837,77292,1,"DELTA 1 DEB",1485.22604632874,NA
"2763",1,NA,12542,"U",NA,76,77,"DX ",NA,19,94.88846966,NA,-4e-08,NA," 00000-0",NA," 25798-3",NA,0,NA,999,8,2,NA,12542,NA,101.596,NA,69.3998,NA,60321,NA,298.5891,NA,115.485,NA,12.5196048,74888,1,"DELTA 1 DEB",1463.28269095885,NA
"2764",1,NA,12543,"U",NA,76,67,"BA ",NA,19,93.92953262,NA,2.38e-06,NA,"+00000-0",NA,"+10427-2",NA,0,NA,999,0,2,NA,12543,NA,66.0318,NA,296.9442,NA,636052,NA,107.2506,NA,8.3607,NA,12.42402661,93084,6,"COSMOS 839 DEB",1503.41083836528,NA
"2765",1,NA,12544,"U",NA,81,57,"A  ",NA,19,94.54354946,NA,-2.64e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,2,2,NA,12544,NA,14.3875,NA,340.9384,NA,34622,NA,320.4563,NA,230.8659,NA,0.98726383,9791,2,"METEOSAT 2",36231.7369863439,NA
"2766",1,NA,12545,"U",NA,81,57,"B  ",NA,19,93.15604826,NA,-1.12e-06,NA,"+00000-0",NA,"+00000-0",NA,0,NA,999,7,2,NA,12545,NA,12.6344,NA,323.2881,NA,21848,NA,148.6748,NA,36.6248,NA,1.00024003,9605,6,"APPLE",35862.4763662247,NA
"2767",1,NA,12546,"U",NA,81,57,"C  ",NA,19,94.38406375,NA,0.00014843,NA," 00000-0",NA," 55068-3",NA,0,NA,999,5,2,NA,12546,NA,10.2538,NA,65.4328,NA,6078835,NA,112.3834,NA,320.621,NA,3.99306114,30174,1,"CAT 3",10411.46223121,NA
"2768",1,NA,12551,"U",NA,81,21,"C  ",NA,19,93.89942359,NA,-8.9e-07,NA," 00000-0",NA," 10820-5",NA,0,NA,999,1,2,NA,12551,NA,64.9645,NA,270.7034,NA,50194,NA,325.7875,NA,33.9957,NA,13.90488155,93586,0,"COSMOS 1249 FUEL CORE",933.908650752161,NA
"2769",1,NA,12553,"U",NA,81,59,"A  ",NA,19,94.60631255,NA,-3.6e-07,NA," 00000-0",NA," 52904-5",NA,0,NA,999,5,2,NA,12553,NA,99.098,NA,100.2021,NA,11246,NA,190.8155,NA,274.8665,NA,14.1725616,95231,3,"NOAA 7",841.637124720223,NA
"2770",1,NA,12559,"U",NA,81,59,"B  ",NA,19,94.79195198,NA,3.96e-06,NA," 00000-0",NA," 11466-3",NA,0,NA,999,6,2,NA,12559,NA,98.9256,NA,8.9679,NA,4043,NA,31.3465,NA,64.1411,NA,14.50153587,97557,4,"NOAA 7 DEB",732.139070346946,NA
"2771",1,NA,12560,"U",NA,81,59,"C  ",NA,19,94.83692882,NA,3.5e-06,NA," 00000-0",NA," 10392-3",NA,0,NA,999,2,2,NA,12560,NA,98.9244,NA,3.9034,NA,3016,NA,28.6499,NA,59.4227,NA,14.49599433,97524,6,"NOAA 7 DEB",733.949217384974,NA
"2772",1,NA,12564,"U",NA,81,61,"A  ",NA,19,94.70925844,NA,-2.02e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,0,2,NA,12564,NA,12.2915,NA,320.5659,NA,8108,NA,13.8519,NA,197.8732,NA,1.00325717,10312,4,"EKRAN 7",35777.7601250676,NA
"2773",1,NA,12580,"U",NA,76,77,"DY ",NA,19,93.32624365,NA,-1.27e-06,NA," 00000-0",NA,"-18149-2",NA,0,NA,999,3,2,NA,12580,NA,102.4388,NA,217.9065,NA,619768,NA,102.6016,NA,289.8513,NA,11.28090292,69041,7,"DELTA 1 DEB",2026.7655138328,NA
"2774",1,NA,12581,"U",NA,76,77,"DZ ",NA,19,93.25321767,NA,-4e-07,NA,"+00000-0",NA,"-26947-4",NA,0,NA,999,7,2,NA,12581,NA,102.4848,NA,206.3922,NA,380996,NA,31.8231,NA,22.5898,NA,11.70139519,75754,2,"DELTA 1 DEB",1824.35719655947,NA
"2775",1,NA,12585,"U",NA,81,65,"A  ",NA,19,94.14160202,NA,5.39e-06,NA," 00000-0",NA," 27274-4",NA,0,NA,999,3,2,NA,12585,NA,97.5078,NA,77.7084,NA,12767,NA,267.2097,NA,92.7677,NA,15.2126221,6197,1,"METEOR PRIRODA",509.028973018856,NA
"2776",1,NA,12586,"U",NA,81,65,"B  ",NA,19,93.92969984,NA,1.34e-06,NA,"+00000-0",NA,"+12051-4",NA,0,NA,999,1,2,NA,12586,NA,97.5744,NA,74.9057,NA,20369,NA,107.7343,NA,252.6111,NA,15.10483846,5131,5,"SL-3 R/B",541.719400194761,NA
"2777",1,NA,12618,"U",NA,81,69,"A  ",NA,19,94.66792515,NA,-8.2e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,12618,NA,12.3297,NA,320.9405,NA,4388,NA,35.9927,NA,150.9305,NA,1.00187989,10195,7,"RADUGA 9",35816.3790937452,NA
"2778",1,NA,12624,"U",NA,81,70,"A  ",NA,19,94.32716008,NA,-1.79e-06,NA," 00000-0",NA," 54665-4",NA,0,NA,999,9,2,NA,12624,NA,90.128,NA,34.2669,NA,6246719,NA,4.4233,NA,359.1172,NA,3.52497788,63246,0,"DYNAMICS EXPLORER 1",11866.0835506093,NA
"2779",1,NA,12627,"U",NA,81,71,"A  ",NA,19,92.48635064,NA,-5.5e-07,NA,"+00000-0",NA,"+00000-0",NA,0,NA,999,3,2,NA,12627,NA,68.2936,NA,254.2563,NA,5530184,NA,57.4536,NA,218.6637,NA,1.98071518,19438,5,"COSMOS 1285",20411.1208344631,NA
"2780",1,NA,12635,"U",NA,81,73,"A  ",NA,19,94.33401616,NA,-4.4e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,1,2,NA,12635,NA,18.6667,NA,337.3323,NA,10828,NA,68.9177,NA,121.9801,NA,0.98604742,10719,4,"FLTSATCOM 5",36266.766908305,NA
"2781",1,NA,12636,"U",NA,81,74,"A  ",NA,19,94.73576953,NA,-2.8e-07,NA," 00000-0",NA,"-84581-4",NA,0,NA,999,8,2,NA,12636,NA,74.0337,NA,61.716,NA,30949,NA,321.9925,NA,37.8939,NA,12.44313697,71144,7,"COSMOS 1287",1495.34634618463,NA
"2782",1,NA,12637,"U",NA,81,74,"B  ",NA,19,94.78928676,NA,8e-08,NA," 00000-0",NA," 16237-3",NA,0,NA,999,5,2,NA,12637,NA,74.0355,NA,341.6824,NA,18239,NA,244.2664,NA,181.5377,NA,12.46670267,71406,5,"COSMOS 1288",1485.43009623219,NA
"2783",1,NA,12638,"U",NA,81,74,"C  ",NA,19,93.96489237,NA,-2.2e-07,NA,"+00000-0",NA,"-37948-4",NA,0,NA,999,1,2,NA,12638,NA,74.0326,NA,70.126,NA,24286,NA,120.4661,NA,294.2916,NA,12.54677758,72478,5,"COSMOS 1289",1451.96737369323,NA
"2784",1,NA,12639,"U",NA,81,74,"D  ",NA,19,93.51068769,NA,-1.2e-07,NA,"+00000-0",NA,"+27710-4",NA,0,NA,999,0,2,NA,12639,NA,74.0305,NA,135.1875,NA,15254,NA,199.6642,NA,268.5327,NA,12.52789039,72212,9,"COSMOS 1290",1459.82806241808,NA
"2785",1,NA,12640,"U",NA,81,74,"E  ",NA,19,93.50198468,NA,-2.1e-07,NA,"+00000-0",NA,"-31127-4",NA,0,NA,999,9,2,NA,12640,NA,74.0338,NA,201.8733,NA,5019,NA,260.843,NA,177.1847,NA,12.50842856,71952,2,"COSMOS 1291",1467.94860027302,NA
"2786",1,NA,12641,"U",NA,81,74,"F  ",NA,19,94.67399681,NA,-2.2e-07,NA," 00000-0",NA,"-42989-4",NA,0,NA,999,8,2,NA,12641,NA,74.0305,NA,273.1063,NA,8046,NA,132.6183,NA,301.8118,NA,12.48697854,71691,9,"COSMOS 1292",1476.92314927204,NA
"2787",1,NA,12642,"U",NA,81,74,"G  ",NA,19,93.9168287,NA,-1.5e-07,NA,"+00000-0",NA,"+81402-5",NA,0,NA,999,5,2,NA,12642,NA,74.0357,NA,1.5487,NA,35409,NA,44.967,NA,26.9008,NA,12.56671371,72750,4,"COSMOS 1293",1443.69149167646,NA
"2788",1,NA,12643,"U",NA,81,74,"H  ",NA,19,93.95246455,NA,0,NA,"+00000-0",NA,"+94431-4",NA,0,NA,999,4,2,NA,12643,NA,74.0302,NA,290.0025,NA,46450,NA,315.5431,NA,150.8733,NA,12.58722611,73032,0,"COSMOS 1294",1435.19919716467,NA
"2789",1,NA,12644,"U",NA,81,74,"J  ",NA,19,94.78800146,NA,7.1e-07,NA," 00000-0",NA," 75404-3",NA,0,NA,999,5,2,NA,12644,NA,74.0331,NA,316.064,NA,130953,NA,305.2725,NA,122.5465,NA,12.25959303,68554,4,"SL-8 R/B",1573.66549221794,NA
"2790",1,NA,12645,"U",NA,81,75,"A  ",NA,19,94.04644837,NA,3.8e-07,NA," 00000-0",NA," 12055-4",NA,0,NA,999,6,2,NA,12645,NA,81.2151,NA,292.3346,NA,63404,NA,194.28,NA,165.6587,NA,14.18353781,94731,1,"INTERCOSMOS 22",837.915550446975,NA
"2791",1,NA,12646,"U",NA,81,75,"B  ",NA,19,93.93456875,NA,1e-08,NA,"+00000-0",NA,"-54540-5",NA,0,NA,999,4,2,NA,12646,NA,81.2284,NA,345.9948,NA,66578,NA,278.1851,NA,211.9961,NA,14.1588032,94434,7,"SL-3 R/B",846.308813459723,NA
"2792",1,NA,12647,"U",NA,76,77,"EA ",NA,19,94.10197799,NA,9.4e-07,NA," 00000-0",NA," 15639-2",NA,0,NA,999,2,2,NA,12647,NA,100.6735,NA,319.1441,NA,374258,NA,220.1479,NA,300.4267,NA,11.84602933,77660,6,"DELTA 1 DEB",1757.51321392205,NA
"2793",1,NA,12648,"U",NA,81,53,"C  ",NA,19,94.77336845,NA,1.07e-06,NA," 00000-0",NA," 87761-4",NA,0,NA,999,5,2,NA,12648,NA,82.9739,NA,7.1715,NA,15689,NA,29.5653,NA,22.8329,NA,13.80263167,89488,1,"COSMOS 1275 DEB",969.940757744518,NA
"2794",1,NA,12649,"U",NA,81,53,"D  ",NA,19,94.24982122,NA,-4.4e-07,NA," 00000-0",NA,"-57461-4",NA,0,NA,999,9,2,NA,12649,NA,82.9198,NA,4.7111,NA,50266,NA,335.4671,NA,143.1006,NA,13.78331495,88879,2,"COSMOS 1275 DEB",976.797830783445,NA
"2795",1,NA,12650,"U",NA,81,53,"E  ",NA,19,94.36693764,NA,1.1e-06,NA," 00000-0",NA," 92784-4",NA,0,NA,999,4,2,NA,12650,NA,82.9388,NA,36.6162,NA,64532,NA,13.848,NA,100.2567,NA,13.783768,88885,3,"COSMOS 1275 DEB",976.636823138147,NA
"2796",1,NA,12652,"U",NA,81,53,"G  ",NA,19,94.38055767,NA,3.17e-06,NA," 00000-0",NA," 21841-3",NA,0,NA,999,7,2,NA,12652,NA,82.9442,NA,222.8521,NA,51382,NA,48.4059,NA,15.9758,NA,13.95638213,82849,5,"COSMOS 1275 DEB",915.926971195739,NA
"2797",1,NA,12653,"U",NA,81,53,"H  ",NA,19,94.01372144,NA,1.86e-06,NA," 00000-0",NA," 14855-3",NA,0,NA,999,0,2,NA,12653,NA,82.9326,NA,282.5704,NA,31263,NA,222.4398,NA,249.9529,NA,13.85657899,89795,1,"COSMOS 1275 DEB",950.874892730598,NA
"2798",1,NA,12654,"U",NA,81,53,"J  ",NA,19,94.14693316,NA,2.51e-06,NA," 00000-0",NA," 14734-3",NA,0,NA,999,1,2,NA,12654,NA,82.9837,NA,99.5696,NA,36736,NA,66.9009,NA,4.1123,NA,14.0397478,91878,3,"COSMOS 1275 DEB",887.052647847461,NA
"2799",1,NA,12655,"U",NA,81,53,"K  ",NA,19,94.79249183,NA,6.6e-07,NA," 00000-0",NA," 52004-4",NA,0,NA,999,9,2,NA,12655,NA,82.963,NA,20.6951,NA,32236,NA,225.8698,NA,192.636,NA,13.76308461,89153,0,"COSMOS 1275 DEB",983.996413561909,NA
"2800",1,NA,12656,"U",NA,81,53,"L  ",NA,19,94.82062837,NA,1.41e-06,NA," 00000-0",NA," 10223-3",NA,0,NA,999,3,2,NA,12656,NA,82.9607,NA,247.4639,NA,25330,NA,58.686,NA,54.6437,NA,13.89532714,90329,0,"COSMOS 1275 DEB",937.256831312586,NA
"2801",1,NA,12657,"U",NA,81,53,"M  ",NA,19,94.79979869,NA,0.00025291,NA," 00000-0",NA," 71346-3",NA,0,NA,999,8,2,NA,12657,NA,82.7206,NA,334.5926,NA,10234,NA,113.3217,NA,246.9105,NA,15.36210922,98008,1,"COSMOS 1275 DEB",464.323698253552,NA
"2802",1,NA,12658,"U",NA,81,53,"N  ",NA,19,94.00879608,NA,6.77e-06,NA," 00000-0",NA," 34302-3",NA,0,NA,999,5,2,NA,12658,NA,82.969,NA,71.1212,NA,46643,NA,71.8717,NA,349.9498,NA,14.14142274,91731,3,"COSMOS 1275 DEB",852.221206113326,NA
"2803",1,NA,12659,"U",NA,81,53,"P  ",NA,19,93.81539535,NA,2.88e-06,NA,"+00000-0",NA,"+23960-3",NA,0,NA,999,2,2,NA,12659,NA,82.7428,NA,103.8304,NA,70818,NA,94.8852,NA,21.7135,NA,13.84179161,89003,5,"COSMOS 1275 DEB",956.0886724003,NA
"2804",1,NA,12660,"U",NA,81,53,"Q  ",NA,19,94.82464933,NA,1.96e-06,NA," 00000-0",NA," 21808-3",NA,0,NA,999,2,2,NA,12660,NA,82.8544,NA,236.1332,NA,142415,NA,137.333,NA,337.0855,NA,13.62006737,86380,6,"COSMOS 1275 DEB",1035.39405127224,NA
"2805",1,NA,12661,"U",NA,81,53,"R  ",NA,19,94.45757574,NA,2.58e-06,NA," 00000-0",NA," 27373-3",NA,0,NA,999,0,2,NA,12661,NA,82.8008,NA,75.4138,NA,122407,NA,261.1684,NA,225.7727,NA,13.68060934,87019,3,"COSMOS 1275 DEB",1013.52713732753,NA
"2806",1,NA,12662,"U",NA,81,53,"S  ",NA,19,94.35146326,NA,6.1e-07,NA," 00000-0",NA," 46227-4",NA,0,NA,999,9,2,NA,12662,NA,82.9609,NA,15.0844,NA,21582,NA,189.3025,NA,307.3079,NA,13.7734136,89271,2,"COSMOS 1275 DEB",980.318836600713,NA
"2807",1,NA,12663,"U",NA,81,53,"T  ",NA,19,94.46650858,NA,2.54e-06,NA," 00000-0",NA," 21115-3",NA,0,NA,999,4,2,NA,12663,NA,82.9555,NA,341.3927,NA,53641,NA,75.3601,NA,41.857,NA,13.84240091,89515,9,"COSMOS 1275 DEB",955.873660187257,NA
"2808",1,NA,12664,"U",NA,81,53,"U  ",NA,19,94.8825175,NA,1.52e-06,NA," 00000-0",NA," 14747-3",NA,0,NA,999,9,2,NA,12664,NA,82.892,NA,66.7478,NA,81191,NA,22.5664,NA,36.6082,NA,13.72105404,88158,5,"COSMOS 1275 DEB",999.00872387653,NA
"2809",1,NA,12665,"U",NA,81,53,"V  ",NA,19,94.16797251,NA,1.43e-06,NA," 00000-0",NA," 11865-3",NA,0,NA,999,0,2,NA,12665,NA,82.9699,NA,344.5365,NA,36492,NA,24.2206,NA,128.6973,NA,13.81934563,89601,8,"COSMOS 1275 DEB",964.020509444909,NA
"2810",1,NA,12666,"U",NA,81,53,"W  ",NA,19,94.82595944,NA,4.44e-06,NA," 00000-0",NA," 46131-3",NA,0,NA,999,7,2,NA,12666,NA,82.8763,NA,22.4507,NA,71410,NA,356.2943,NA,56.1385,NA,13.72378232,88236,5,"COSMOS 1275 DEB",998.03192252464,NA
"2811",1,NA,12667,"U",NA,81,53,"X  ",NA,19,94.45667109,NA,1.75e-06,NA," 00000-0",NA," 15170-3",NA,0,NA,999,0,2,NA,12667,NA,82.8401,NA,217.7379,NA,34702,NA,269.098,NA,134.4855,NA,13.80655815,89145,2,"COSMOS 1275 DEB",968.548886666549,NA
"2812",1,NA,12668,"U",NA,81,53,"Y  ",NA,19,94.90311549,NA,2.09e-06,NA," 00000-0",NA," 12837-3",NA,0,NA,999,0,2,NA,12668,NA,83.1019,NA,274.0457,NA,54582,NA,350.4147,NA,138.8412,NA,14.00371185,91801,0,"COSMOS 1275 DEB",899.498813445653,NA
"2813",1,NA,12669,"U",NA,81,53,"Z  ",NA,19,94.21750294,NA,3.12e-06,NA," 00000-0",NA," 21649-3",NA,0,NA,999,5,2,NA,12669,NA,83.005,NA,20.9621,NA,76602,NA,236.3035,NA,245.8617,NA,13.94701978,89738,2,"COSMOS 1275 DEB",919.187650123236,NA
"2814",1,NA,12670,"U",NA,81,53,"AA ",NA,19,94.29054266,NA,1.06e-06,NA," 00000-0",NA," 88857-4",NA,0,NA,999,7,2,NA,12670,NA,82.9473,NA,8.7122,NA,56183,NA,262.3106,NA,216.7686,NA,13.78830497,89122,2,"COSMOS 1275 DEB",975.024933624981,NA
"2815",1,NA,12671,"U",NA,81,53,"AB ",NA,19,93.73617712,NA,5.19e-06,NA," 00000-0",NA," 32483-3",NA,0,NA,999,8,2,NA,12671,NA,82.9121,NA,90.4769,NA,20835,NA,71.4838,NA,288.8595,NA,14.02758349,91041,9,"COSMOS 1275 DEB",891.248022248236,NA
"2816",1,NA,12672,"U",NA,81,53,"AC ",NA,19,94.21314873,NA,5e-07,NA," 00000-0",NA," 32073-4",NA,0,NA,999,1,2,NA,12672,NA,82.946,NA,343.5095,NA,26982,NA,126.4025,NA,352.9092,NA,13.81489636,89512,9,"COSMOS 1275 DEB",965.595318468479,NA
"2817",1,NA,12673,"U",NA,81,53,"AD ",NA,19,93.94637866,NA,4.6e-06,NA," 00000-0",NA," 29261-3",NA,0,NA,999,0,2,NA,12673,NA,82.8547,NA,57.0808,NA,50814,NA,353.6174,NA,64.9988,NA,14.01211167,90572,1,"COSMOS 1275 DEB",896.59289956741,NA
"2818",1,NA,12674,"U",NA,81,53,"AE ",NA,19,94.63919304,NA,2.59e-06,NA," 00000-0",NA," 25774-3",NA,0,NA,999,9,2,NA,12674,NA,82.937,NA,150.4683,NA,107086,NA,96.566,NA,16.399,NA,13.71877233,87912,9,"COSMOS 1275 DEB",999.825889148994,NA
"2819",1,NA,12675,"U",NA,81,53,"AF ",NA,19,94.65672661,NA,2.13e-06,NA," 00000-0",NA," 19436-3",NA,0,NA,999,2,2,NA,12675,NA,82.9368,NA,65.2114,NA,68630,NA,107.5753,NA,16.5559,NA,13.77637155,88632,2,"COSMOS 1275 DEB",979.266522175076,NA
