CDM_ID,CREATED,EMERGENCY_REPORTABLE,TCA,MIN_RNG,PC,SAT_1_ID,SAT_1_NAME,SAT1_OBJECT_TYPE,SAT1_RCS,SAT_1_EXCL_VOL,SAT_2_ID,SAT_2_NAME,SAT2_OBJECT_TYPE,SAT2_RCS,SAT_2_EXCL_VOL
"163796267","2021-11-09 00:35:01.000000","Y","2021-11-11T19:59:30.200000","261","0.0001787962","33773","IRIDIUM 33 DEB","DEBRIS","MEDIUM","5.00","42411","NOAA 16 DEB","DEBRIS","SMALL","5.00"
"163796280","2021-11-09 00:35:01.000000","Y","2021-11-10T11:24:18.491000","186","0.0001248785","33777","IRIDIUM 33 DEB","DEBRIS","MEDIUM","5.00","40916","DMSP 5D-2 F6 DEB","DEBRIS","SMALL","5.00"
"163796983","2021-11-09 00:35:09.000000","Y","2021-11-10T14:23:14.490000","216","0.0008809496","34007","COSMOS 2251 DEB","DEBRIS","SMALL","5.00","39548","COSMOS 2251 DEB","DEBRIS","SMALL","5.00"
"163797038","2021-11-09 00:35:10.000000","Y","2021-11-11T20:07:37.419000","241","0.002115765","34019","COSMOS 2251 DEB","DEBRIS","SMALL","5.00","31314","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163798127","2021-11-09 00:35:22.000000","Y","2021-11-11T19:34:38.634000","80","0.001267777","34453","COSMOS 2251 DEB","DEBRIS","SMALL","5.00","37518","COSMOS 2251 DEB","DEBRIS","SMALL","5.00"
"163798177","2021-11-09 00:35:23.000000","Y","2021-11-11T05:36:30.520000","984","0.0001406427","34473","COSMOS 2251 DEB","DEBRIS","SMALL","5.00","48740","NOAA 17 DEB","DEBRIS","SMALL","5.00"
"163798396","2021-11-09 00:35:25.000000","Y","2021-11-11T19:25:16.245000","571","0.0005181966","34554","COSMOS 2251 DEB","DEBRIS","SMALL","5.00","48207","YUNHAI 1-02 DEB","DEBRIS","SMALL","5.00"
"163798759","2021-11-09 00:35:29.000000","Y","2021-11-09T06:04:48.120000","319","0.001965199","34723","COSMOS 2251 DEB","DEBRIS","SMALL","5.00","43153","EPSILON R/B","ROCKET BODY","LARGE","5.00"
"163799699","2021-11-09 00:35:41.000000","Y","2021-11-10T18:38:19.220000","153","0.0004290537","35080","IRIDIUM 33 DEB","DEBRIS","SMALL","5.00","9482","SL-3 R/B","ROCKET BODY","LARGE","5.00"
"163799708","2021-11-09 00:35:41.000000","Y","2021-11-11T10:29:07.540000","146","0.0001095068","35090","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","38137","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163799784","2021-11-09 00:35:42.000000","Y","2021-11-10T01:53:22.377000","336","0.0002564691","35111","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","42423","NOAA 16 DEB","DEBRIS","SMALL","5.00"
"163800020","2021-11-09 00:35:46.000000","Y","2021-11-09T11:44:00.872000","654","0.0007216482","35177","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","31542","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163800049","2021-11-09 00:35:46.000000","Y","2021-11-10T04:15:19.727000","459","0.0002005655","35192","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","31080","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163800084","2021-11-09 00:35:46.000000","Y","2021-11-11T13:43:03.854000","279","0.003463744","35201","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","42200","COSMOS 1275 DEB","DEBRIS","SMALL","5.00"
"163800235","2021-11-09 00:35:48.000000","Y","2021-11-10T03:32:17.692000","796","0.0003814532","35247","FENGYUN 1C DEB","DEBRIS","SMALL","5.00","39879","SL-16 DEB","DEBRIS","SMALL","5.00"
"163800685","2021-11-09 00:35:53.000000","Y","2021-11-11T01:00:10.421000","523","0.0004318796","35407","METEOR 2-9 DEB","DEBRIS","SMALL","5.00","31934","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
"163801080","2021-11-09 00:35:58.000000","Y","2021-11-11T05:29:40.546000","576","0.0001375607","35573","CZ-4B DEB","DEBRIS","SMALL","5.00","36712","FENGYUN 1C DEB","DEBRIS","SMALL","5.00"
